,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,3,10544,3570.0,822.5,False,,372.0,703
1,7,10548,3640.0,822.5,False,,371.0,703
2,15,10763,3552.5,840.0,False,,372.0,703
3,37,10334,3745.0,805.0,False,,369.0,703
4,55,10337,3797.5,805.0,False,,368.0,703
5,69,10777,3797.5,840.0,False,,368.0,703
6,73,10323,3552.5,805.0,False,,372.0,703
7,77,10550,3675.0,822.5,False,,370.0,703
8,81,10546,3605.0,822.5,False,,371.0,703
9,125,10547,3622.5,822.5,False,,371.0,703
10,173,10551,3692.5,822.5,True,23.0,370.0,703
11,177,10774,3745.0,840.0,False,,369.0,703
12,201,10330,3675.0,805.0,False,,370.0,703
13,205,10553,3727.5,822.5,False,,369.0,703
14,209,10557,3797.5,822.5,False,,368.0,703
15,221,10554,3745.0,822.5,False,,369.0,703
16,225,10558,3815.0,822.5,False,,368.0,703
17,241,10324,3570.0,805.0,False,,372.0,703
18,253,10543,3552.5,822.5,False,,372.0,703
19,309,10327,3622.5,805.0,False,,371.0,703
