,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,654,19223,1452.5,1522.5,False,,1535.0,695
1,658,19663,1452.5,1557.5,False,,1534.0,695
2,682,21203,1452.5,1680.0,False,,1532.0,695
3,698,19882,1435.0,1575.0,False,,1534.0,695
4,810,21423,1452.5,1697.5,False,,1532.0,695
5,814,22303,1452.5,1767.5,False,,1531.0,695
6,846,20763,1452.5,1645.0,False,,1533.0,695
7,854,20543,1452.5,1627.5,True,14.0,1533.0,695
8,858,22083,1452.5,1750.0,False,,1531.0,695
9,866,21422,1435.0,1697.5,False,,1532.0,695
10,982,19003,1452.5,1505.0,False,,1535.0,695
