,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,135,24396,3430.0,1925.0,False,,536.0,252
1,267,25276,3430.0,1995.0,False,,535.0,252
2,295,26156,3430.0,2065.0,False,,534.0,252
3,323,25056,3430.0,1977.5,False,,535.0,252
4,339,25936,3430.0,2047.5,False,,534.0,252
5,391,23736,3430.0,1872.5,False,,537.0,252
6,395,24616,3430.0,1942.5,False,,536.0,252
7,399,22856,3430.0,1802.5,False,,538.0,252
8,515,25275,3412.5,1995.0,False,,535.0,252
9,551,23737,3447.5,1872.5,False,,537.0,252
10,559,23735,3412.5,1872.5,False,,537.0,252
11,563,23956,3430.0,1890.0,False,,537.0,252
12,567,23076,3430.0,1820.0,False,,538.0,252
13,587,25496,3430.0,2012.5,False,,535.0,252
14,607,24615,3412.5,1942.5,True,28.0,536.0,252
