,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,37,5463,3202.5,420.0,False,,243.0,1023
1,165,7006,3255.0,542.5,False,,250.0,1023
2,201,7225,3237.5,560.0,False,,250.0,1023
3,205,5682,3185.0,437.5,False,,243.0,1023
4,413,4143,3202.5,315.0,False,,245.0,1023
5,521,1063,3202.5,70.0,False,,249.0,1023
6,569,3922,3185.0,297.5,False,,245.0,1023
7,581,2602,3185.0,192.5,False,,247.0,1023
8,585,1062,3185.0,70.0,False,,249.0,1023
9,589,2603,3202.5,192.5,True,20.0,247.0,1023
10,701,5683,3202.5,437.5,False,,243.0,1023
11,741,5462,3185.0,420.0,False,,243.0,1023
12,765,7226,3255.0,560.0,False,,250.0,1023
