,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,57,10942,2835.0,857.5,False,,173.0,767
1,89,12481,2817.5,980.0,False,,171.0,767
2,245,12262,2835.0,962.5,False,,171.0,767
3,249,10721,2817.5,840.0,False,,173.0,767
4,629,12482,2835.0,980.0,False,,171.0,767
5,665,10941,2817.5,857.5,False,,173.0,767
6,777,10722,2835.0,840.0,False,,173.0,767
7,783,13136,2730.0,1032.5,False,,153.0,767
8,813,12261,2817.5,962.5,False,,171.0,767
9,819,12917,2747.5,1015.0,False,,153.0,767
10,833,6297,2397.5,490.0,False,,94.0,767
11,837,13137,2747.5,1032.5,False,,153.0,767
12,889,1013,2327.5,70.0,False,,84.0,767
13,985,6298,2415.0,490.0,True,17.0,94.0,767
