,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,709,7201,2817.5,560.0,False,,178.0,156
1,721,1706,2905.0,122.5,False,,200.0,156
2,725,1926,2905.0,140.0,True,19.0,200.0,156
3,745,6982,2835.0,542.5,False,,178.0,156
4,769,1927,2922.5,140.0,False,,200.0,156
5,785,7202,2835.0,560.0,False,,178.0,156
6,837,8489,2257.5,665.0,False,,57.0,156
7,841,6981,2817.5,542.5,False,,178.0,156
8,889,3209,2257.5,245.0,False,,64.0,156
9,916,1669,2257.5,122.5,False,,66.0,156
10,973,3429,2257.5,262.5,False,,64.0,156
11,1001,8709,2257.5,682.5,False,,57.0,156
12,1005,1889,2257.5,140.0,False,,66.0,156
