,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,121,6335,3062.5,490.0,False,,220.0,767
1,521,5015,3062.5,385.0,False,,222.0,767
2,569,4127,2922.5,315.0,False,,197.0,767
3,621,4794,3045.0,367.5,False,,222.0,767
4,625,6334,3045.0,490.0,False,,220.0,767
5,649,6555,3062.5,507.5,False,,220.0,767
6,689,4795,3062.5,367.5,False,,222.0,767
7,693,4126,2905.0,315.0,False,,197.0,767
8,737,3906,2905.0,297.5,False,,197.0,767
9,741,5014,3045.0,385.0,False,,222.0,767
10,829,8483,2152.5,665.0,False,,40.0,767
11,837,4744,2170.0,367.5,False,,45.0,767
12,937,4743,2152.5,367.5,True,17.0,45.0,767
13,1001,8484,2170.0,665.0,False,,40.0,767
14,1017,8704,2170.0,682.5,False,,40.0,767
