config,el,Unnamed: 0,electrode,stim_unit,pad_id,stim_unit_offset,imp_voltage_uV,imp_kOhm,imp_stim_ratio
el_config_pad0001,2,2,4813,,267.0,767,23.87533211267767,0.0,0.0021891904531812544
el_config_pad0001,3,3,5032,,267.0,767,11.586122798267516,0.0,0.0010623613233796511
el_config_pad0001,4,4,12433,18.0,1.0,767,10906.009606419979,54.53004803209989,1.0
el_config_pad0001,5,5,13094,,0.0,767,21.485394032151156,0.0,0.0019700508992311423
el_config_pad0001,6,6,13093,,0.0,767,31.477607896798343,0.0,0.002886262623340126
el_config_pad0001,7,7,12214,,1.0,767,13.485539198935216,0.0,0.001236523686078248
el_config_pad0001,8,8,12434,,1.0,767,14.893813877397271,0.0,0.0013656520042518406
el_config_pad0001,9,9,12874,,0.0,767,13.08634028832672,0.0,0.0011999201138263493
el_config_pad0002,0,0,5459,,232.0,767,12.103407810992948,0.0,0.0011040516925294296
el_config_pad0002,1,1,5678,,232.0,767,12.270333717012827,0.0,0.0011192783817351646
el_config_pad0002,2,2,4139,,234.0,767,44.29665804816798,0.0,0.0040406636754863725
el_config_pad0002,3,3,1950,,264.0,767,12.79165313784191,0.0,0.0011668322275530387
el_config_pad0002,4,4,1730,,264.0,767,15.339112812545293,0.0,0.0013992070437558156
el_config_pad0002,5,5,1949,,264.0,767,11.025946378549959,0.0,0.0010057675450644954
el_config_pad0002,6,6,3918,,234.0,767,20.28248304788527,0.0,0.0018501326310246921
el_config_pad0002,7,7,3919,,234.0,767,15.335834527774036,0.0,0.0013989080043524656
el_config_pad0002,8,8,5458,,232.0,767,13.188840957163283,0.0,0.0012030630057786183
el_config_pad0002,9,9,1729,,264.0,767,13.474581723093555,0.0,0.001229127778706739
el_config_pad0002,10,10,4138,,234.0,767,19.283371921021846,0.0,0.0017589954614056795
el_config_pad0002,11,11,5679,,232.0,767,13.202945265405763,0.0,0.001204349576109077
el_config_pad0002,12,12,10894,,3.0,767,14.371400074610412,0.0,0.0013109339802613413
el_config_pad0002,13,13,10674,,3.0,767,15.124433048042366,0.0,0.0013796243310973191
el_config_pad0002,14,14,11554,16.0,2.0,767,10962.718406113327,54.81359203056663,1.0
el_config_pad0002,15,15,10893,,3.0,767,53.838755457694795,0.0,0.004911077112741652
el_config_pad0002,16,16,11553,,2.0,767,14.512211169211112,0.0,0.001323778522042345
el_config_pad0003,0,0,5033,,267.0,383,24.564937782156154,0.0,0.0005807353259763386
el_config_pad0003,1,1,4139,,234.0,383,45.26203333904684,0.0,0.0010700316816839954
el_config_pad0003,2,2,4812,,267.0,383,22.860312918755508,0.0,0.000540436592696687
el_config_pad0003,3,3,4813,,267.0,383,30.958863930352614,0.0,0.0007318929970793665
el_config_pad0003,4,4,1950,,264.0,383,18.14773126424793,0.0,0.00042902728779266476
el_config_pad0003,5,5,1730,,264.0,383,22.38437712789939,0.0,0.000529185079295851
el_config_pad0003,6,6,1949,,264.0,383,24.13318827921404,0.0,0.0005705284127508818
el_config_pad0003,7,7,5032,,267.0,383,24.29050200224746,0.0,0.0005742474385036247
el_config_pad0003,8,8,3918,,234.0,383,31.64952782602623,0.0,0.0007482208594232906
el_config_pad0003,9,9,3919,,234.0,383,26.980599390712896,0.0,0.000637843552511834
el_config_pad0003,10,10,1729,,264.0,383,22.436341724367395,0.0,0.0005304135650806183
el_config_pad0003,11,11,4138,,234.0,383,27.481170162280332,0.0,0.0006496774571110798
el_config_pad0003,12,12,10894,0.0,3.0,383,42299.71328308178,211.4985664154089,1.0
el_config_pad0003,13,13,10674,,3.0,383,52.66637308750162,0.0,0.0012450763610392154
el_config_pad0003,14,14,11554,,2.0,383,34.84383112427181,0.0,0.0008237368156868328
el_config_pad0003,15,15,10893,,3.0,383,50.42991694844638,0.0,0.0011922046991419293
el_config_pad0003,16,16,11553,,2.0,383,47.76970587206667,0.0,0.0011293151221233614
el_config_pad0004,0,0,6998,,230.0,767,11.347050956652685,0.0,0.0009220418071655071
el_config_pad0004,1,1,5459,,232.0,767,13.156143263900612,0.0,0.001069045530571378
el_config_pad0004,2,2,7219,,230.0,767,12.28668913524196,0.0,0.000998395186345514
el_config_pad0004,3,3,5678,,232.0,767,13.76721601244095,0.0,0.0011187002490992252
el_config_pad0004,4,4,6999,,230.0,767,11.950104868717748,0.0,0.0009710449288596682
el_config_pad0004,5,5,3490,,262.0,767,12.322069240611356,0.0,0.0010012701127397924
el_config_pad0004,6,6,3269,,262.0,767,36.50344949354735,0.0,0.002966207402027394
el_config_pad0004,7,7,5458,,232.0,767,11.772144293354097,0.0,0.0009565841591725178
el_config_pad0004,8,8,3489,,262.0,767,14.223735034389765,0.0,0.0011557961981357744
el_config_pad0004,9,9,5679,,232.0,767,44.08071075050301,0.0,0.0035819225944080553
el_config_pad0004,10,10,7218,,230.0,767,11.299832010208608,0.0,0.0009182048769465393
el_config_pad0004,11,11,3270,,262.0,767,18.40757981316113,0.0,0.0014957682151343053
el_config_pad0004,12,12,9354,,5.0,767,20.36849577014337,0.0,0.0016551088666906058
el_config_pad0004,13,13,10013,,4.0,767,51.602492199992334,0.0,0.00419312959323844
el_config_pad0004,14,14,9353,,5.0,767,37.10624438821681,0.0,0.0030151894764143343
el_config_pad0004,15,15,9134,,5.0,767,143.63631175954413,0.0,0.011671639175261702
el_config_pad0004,16,16,10014,17.0,4.0,767,12306.43867606741,61.53219338033705,1.0
el_config_pad0005,0,0,5459,,232.0,767,13.34297858628095,0.0,0.0012460692896129907
el_config_pad0005,1,1,5678,,232.0,767,14.960833214443944,0.0,0.001397156916275671
el_config_pad0005,2,2,3490,,262.0,767,15.808155682498706,0.0,0.0014762863624495338
el_config_pad0005,3,3,3269,,262.0,767,37.759293263215376,0.0,0.0035262513110198793
el_config_pad0005,4,4,1950,,264.0,767,12.793973011201532,0.0,0.0011947989542445325
el_config_pad0005,5,5,1730,,264.0,767,13.21231818999617,0.0,0.0012338672234756347
el_config_pad0005,6,6,1949,,264.0,767,17.128899439740902,0.0,0.001599627505861073
el_config_pad0005,7,7,3489,,262.0,767,15.976529733353829,0.0,0.0014920104178080594
el_config_pad0005,8,8,5679,,232.0,767,37.939827835343706,0.0,0.003543111008769363
el_config_pad0005,9,9,1729,,264.0,767,13.1492970977,0.0,0.0012279818323539802
el_config_pad0005,10,10,3270,,262.0,767,18.648284777601514,0.0,0.001741519317824482
el_config_pad0005,11,11,5458,,232.0,767,15.747642114764927,0.0,0.00147063514313067
el_config_pad0005,12,12,9354,16.0,5.0,767,10708.05507968587,53.540275398429344,1.0
el_config_pad0005,13,13,10013,,4.0,767,43.76230572381754,0.0,0.00408685848159658
el_config_pad0005,14,14,9353,,5.0,767,31.62177073960911,0.0,0.0029530825630135595
el_config_pad0005,15,15,9134,,5.0,767,11.27074137632531,0.0,0.00105254794567754
el_config_pad0005,16,16,10014,,4.0,767,14.281534492264512,0.0,0.0013337188113047578
el_config_pad0006,0,0,4810,,260.0,767,11.822193651505362,0.0,0.0009522049012157565
el_config_pad0006,1,1,6998,,230.0,767,11.757698851938851,0.0,0.0009470102422497076
el_config_pad0006,2,2,8539,,228.0,767,11.622426148356945,0.0,0.0009361148589436665
el_config_pad0006,3,3,7219,,230.0,767,16.504383667137954,0.0,0.0013293264754966117
el_config_pad0006,4,4,8758,,228.0,767,15.64935341471821,0.0,0.0012604590536761143
el_config_pad0006,5,5,5029,,260.0,767,28.638599992907352,0.0,0.002306662881785188
el_config_pad0006,6,6,4809,,260.0,767,13.202892672771595,0.0,0.0010634117054611006
el_config_pad0006,7,7,7218,,230.0,767,14.738273034227198,0.0,0.001187077139178834
el_config_pad0006,8,8,5030,,260.0,767,31.995101108014907,0.0,0.002577008378311088
el_config_pad0006,9,9,8759,,228.0,767,10.482382060852652,0.0,0.0008442913277341768
el_config_pad0006,10,10,6999,,230.0,767,10.01558160773386,0.0,0.0008066934256483105
el_config_pad0006,11,11,8474,,6.0,767,14.41291388537327,0.0,0.0011608714631996852
el_config_pad0006,12,12,7814,,7.0,767,55.01459856836919,0.0,0.004431087151795056
el_config_pad0006,13,13,8473,17.0,6.0,767,12415.59840367448,62.0779920183724,1.0
el_config_pad0006,14,14,7813,,7.0,767,12.017623980729693,0.0,0.0009679456108352375
el_config_pad0007,0,0,4810,,260.0,767,12.943870099514994,0.0,0.0010529054909259523
el_config_pad0007,1,1,6998,,230.0,767,12.519266636308231,0.0,0.0010183665690703223
el_config_pad0007,2,2,7219,,230.0,767,15.35669835992481,0.0,0.0012491744664730724
el_config_pad0007,3,3,3490,,262.0,767,15.07009391741083,0.0,0.0012258609297234996
el_config_pad0007,4,4,5029,,260.0,767,23.336980952470448,0.0,0.0018983221553970319
el_config_pad0007,5,5,3269,,262.0,767,28.42821403181078,0.0,0.002312463152147466
el_config_pad0007,6,6,4809,,260.0,767,15.829764758646753,0.0,0.0012876555548150797
el_config_pad0007,7,7,7218,,230.0,767,13.399619166940145,0.0,0.0010899779191786358
el_config_pad0007,8,8,3270,,262.0,767,8.04850235616277,0.0,0.0006546969537999131
el_config_pad0007,9,9,5030,,260.0,767,31.095846624643652,0.0,0.002529458917955716
el_config_pad0007,10,10,3489,,262.0,767,14.627380526755523,0.0,0.0011898488748787214
el_config_pad0007,11,11,6999,,230.0,767,12.84783220427048,0.0,0.0010450933894089794
el_config_pad0007,12,12,8474,,6.0,767,14.644334292889537,0.0,0.0011912279611425002
el_config_pad0007,13,13,7814,17.0,7.0,767,12293.477630296922,61.467388151484606,1.0
el_config_pad0007,14,14,8473,,6.0,767,36.47829526923487,0.0,0.0029672885383819434
el_config_pad0007,15,15,7813,,7.0,767,16.718378959655762,0.0,0.0013599389418055146
el_config_pad0008,0,0,4810,,260.0,767,16.477218172868845,0.0,0.0014252904742259273
el_config_pad0008,1,1,8539,,228.0,767,12.268334647186887,0.0,0.001061219213328344
el_config_pad0008,2,2,8758,,228.0,767,14.163702606448982,0.0,0.0012251698188946083
el_config_pad0008,3,3,5029,,260.0,767,22.17614508980456,0.0,0.0019182514924512494
el_config_pad0008,4,4,4809,,260.0,767,14.575686144298565,0.0,0.001260806672511184
el_config_pad0008,5,5,1726,,257.0,767,13.083337962793568,0.0,0.0011317175492737558
el_config_pad0008,6,6,1946,,257.0,767,10.159170022014287,0.0,0.0008787750521056248
el_config_pad0008,7,7,1945,,257.0,767,11.6236011309362,0.0,0.001005449329754223
el_config_pad0008,8,8,5030,,260.0,767,32.77703684423791,0.0,0.002835235772041167
el_config_pad0008,9,9,8759,,228.0,767,14.417589052309472,0.0,0.001247131167529044
el_config_pad0008,10,10,1947,,257.0,767,16.074830102618968,0.0,0.0013904836350221075
el_config_pad0008,11,11,7153,18.0,8.0,767,11560.603589817432,57.80301794908716,1.0
el_config_pad0008,12,12,6934,,8.0,767,19.81733559569125,0.0,0.00171421288185561
el_config_pad0008,13,13,4734,,11.0,767,42.177642126842,0.0,0.0036483944630704254
el_config_pad0008,14,14,7154,,8.0,767,18.447757513904545,0.0,0.0015957434549657347
el_config_pad0010,0,0,3486,,255.0,767,16.204435495017197,0.0,0.0013082792279769252
el_config_pad0010,1,1,1726,,257.0,767,12.86482112421997,0.0,0.0010386525500151575
el_config_pad0010,2,2,3487,,255.0,767,12.237203167757714,0.0,0.0009879812670940474
