config,el,Unnamed: 0,electrode,stim_unit,pad_id,stim_unit_offset,imp_voltage_uV,imp_kOhm,imp_stim_ratio
el_config_pad-13091,0,0,5033,,267.0,767,273.23861309961575,0.0,0.0013364024985546507
el_config_pad-13091,1,1,4812,,267.0,767,303.93452658466003,0.0,0.0014865353623233412
el_config_pad-13091,2,2,4813,,267.0,767,302.93302900973856,0.0,0.001481637065387053
el_config_pad-13091,3,3,5032,,267.0,767,305.07023186599963,0.0,0.0014920900654393705
el_config_pad-13091,4,4,12433,,1.0,767,304.722744122143,0.0,0.0014903905124961055
el_config_pad-13091,5,5,13094,,0.0,767,342.3825393656777,0.0,0.0016745835293160516
el_config_pad-13091,6,6,13093,,0.0,767,514.6275304367481,0.0,0.0025170290161366906
el_config_pad-13091,7,7,13091,16.0,,767,204458.3225451385,1022.2916127256924,1.0
el_config_pad-13091,8,8,12214,,1.0,767,306.36839067733786,0.0,0.0014984393242769589
el_config_pad-13091,9,9,12434,,1.0,767,326.3617673609676,0.0,0.0015962263765952414
el_config_pad-13091,10,10,12874,,0.0,767,590.1288376588873,0.0,0.0028863038213013015
el_config_pad-220,0,0,220,5.0,,767,184293.04940938426,921.4652470469213,1.0
el_config_pad-220,1,1,5033,,267.0,767,130.06343278022027,0.0,0.0007057424748086967
el_config_pad-220,2,2,4139,,234.0,767,153.71393235732367,0.0,0.0008340734110697097
el_config_pad-220,3,3,4812,,267.0,767,120.60412837139755,0.0,0.0006544149589900722
el_config_pad-220,4,4,4813,,267.0,767,122.982353537827,0.0,0.0006673195431512823
el_config_pad-220,5,5,5032,,267.0,767,131.64816601493308,0.0,0.0007143414601735355
el_config_pad-220,6,6,3918,,234.0,767,115.50526112045958,0.0,0.0006267477883220593
el_config_pad-220,7,7,3919,,234.0,767,130.46248311611748,0.0,0.0007079077780427366
el_config_pad-220,8,8,4138,,234.0,767,131.56246835411375,0.0,0.0007138764526157683
el_config_pad-220,9,9,12433,,1.0,767,129.27795696566105,0.0,0.0007014803725911878
el_config_pad-220,10,10,12214,,1.0,767,102.35632462353784,0.0,0.0005553998099850522
el_config_pad-220,11,11,10893,,3.0,767,108.34000809955187,0.0,0.0005878681179065408
el_config_pad-220,12,12,10894,,3.0,767,116.84403628906377,0.0,0.0006340121706354165
el_config_pad-220,13,13,10674,,3.0,767,138.54281214583528,0.0,0.0007517527795531753
el_config_pad-220,14,14,12434,,1.0,767,117.21184260725428,0.0,0.0006360079394360806
el_config_pad-220,15,15,12874,,0.0,767,124.43770030585482,0.0,0.0006752164593545351
el_config_pad-220,16,16,13094,,0.0,767,104.77089507071558,0.0,0.0005685016087502029
el_config_pad-220,17,17,13093,,0.0,767,122.61284304184572,0.0,0.0006653145272422968
el_config_pad-4811,0,0,5033,,267.0,1023,928.6262807656086,0.0,0.003606811022682975
el_config_pad-4811,1,1,4139,,234.0,1023,706.6936104674005,0.0,0.0027448181864850865
el_config_pad-4811,2,2,4812,,267.0,1023,1201.6142733335905,0.0,0.004667104190180373
el_config_pad-4811,3,3,4813,,267.0,1023,992.8428893544888,0.0,0.0038562301663095516
el_config_pad-4811,4,4,5032,,267.0,1023,1400.2850190367135,0.0,0.005438747046223488
el_config_pad-4811,5,5,4811,20.0,,1023,257464.63425046246,1287.3231712523122,1.0
el_config_pad-4811,6,6,3918,,234.0,1023,968.851407755662,0.0,0.0037630465658951826
el_config_pad-4811,7,7,3919,,234.0,1023,1020.2769352982541,0.0,0.003962784785057995
el_config_pad-4811,8,8,4138,,234.0,1023,1053.4675414148128,0.0,0.00409169804808996
el_config_pad-4811,9,9,12433,,1.0,1023,637.7323267048184,0.0,0.0024769705888399037
el_config_pad-4811,10,10,12214,,1.0,1023,617.6228682983899,0.0,0.0023988648774866854
el_config_pad-4811,11,11,12434,,1.0,1023,704.1261918481931,0.0,0.002734846259169004
el_config_pad-4811,12,12,13094,,0.0,1023,540.6407530018366,0.0,0.0020998641408586606
el_config_pad-4811,13,13,12874,,0.0,1023,592.7018836030242,0.0,0.0023020710604721027
el_config_pad-4811,14,14,13093,,0.0,1023,693.303638484987,0.0,0.002692811152503916
el_config_pad0000,0,0,5033,,267.0,767,633.4222312825749,0.0,0.002432641307810424
el_config_pad0000,1,1,4139,,234.0,767,634.1073665171311,0.0,0.002435272551538076
el_config_pad0000,2,2,4812,,267.0,767,642.9131099781983,0.0,0.002469090776146327
el_config_pad0000,3,3,4813,,267.0,767,685.3054957822269,0.0,0.0026318976113827606
el_config_pad0000,4,4,5032,,267.0,767,747.7769504552905,0.0,0.002871817578967393
el_config_pad0000,5,5,3918,,234.0,767,546.3175838106753,0.0,0.0020981182155069586
el_config_pad0000,6,6,3919,,234.0,767,737.3392371418062,0.0,0.0028317318173513985
el_config_pad0000,7,7,4138,,234.0,767,671.7820917501035,0.0,0.0025799613362631753
el_config_pad0000,8,8,12433,,1.0,767,773.5737550583192,0.0,0.002970889524010709
el_config_pad0000,9,9,12214,,1.0,767,732.3240370168586,0.0,0.0028124710740614445
el_config_pad0000,10,10,12434,,1.0,767,802.6428261078578,0.0,0.003082528521700446
el_config_pad0000,11,11,13094,17.0,0.0,767,260384.55782562812,1301.9227891281405,1.0
