,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,538,19635,962.5,1557.5,False,,1434.0,703
1,586,18974,945.0,1505.0,False,,1435.0,703
2,590,19854,945.0,1575.0,False,,1434.0,703
3,622,17435,962.5,1382.5,False,,1437.0,703
4,626,18315,962.5,1452.5,True,12.0,1436.0,703
5,678,18975,962.5,1505.0,False,,1435.0,703
6,686,17434,945.0,1382.5,False,,1437.0,703
7,694,18314,945.0,1452.5,False,,1436.0,703
8,726,16775,962.5,1330.0,False,,1438.0,703
9,742,19194,945.0,1522.5,False,,1435.0,703
10,750,17654,945.0,1400.0,False,,1437.0,703
11,754,16774,945.0,1330.0,False,,1438.0,703
