,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,787,17737,2397.5,1400.0,False,,723.0,703
1,791,16857,2397.5,1330.0,False,,724.0,703
2,823,17518,2415.0,1382.5,False,,723.0,703
3,839,15538,2415.0,1225.0,False,,726.0,703
4,857,15978,2415.0,1260.0,False,,725.0,703
5,875,17078,2415.0,1347.5,True,30.0,724.0,703
6,879,16198,2415.0,1277.5,False,,725.0,703
7,891,16858,2415.0,1330.0,False,,724.0,703
8,895,16197,2397.5,1277.5,False,,725.0,703
9,947,18397,2397.5,1452.5,False,,722.0,703
10,963,15318,2415.0,1207.5,False,,726.0,703
