,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,129,3731,3692.5,280.0,False,,308.0,0
1,141,4398,3815.0,332.5,False,,309.0,0
2,153,4617,3797.5,350.0,False,,309.0,0
3,205,3950,3675.0,297.5,False,,308.0,0
4,209,3954,3745.0,297.5,False,,307.0,0
5,257,3737,3797.5,280.0,False,,306.0,0
6,261,3733,3727.5,280.0,False,,307.0,0
7,265,3291,3692.5,245.0,False,,305.0,0
8,281,3070,3675.0,227.5,False,,305.0,0
9,369,3738,3815.0,280.0,False,,306.0,0
10,381,3957,3797.5,297.5,False,,306.0,0
11,441,3951,3692.5,297.5,False,,308.0,0
12,473,4397,3797.5,332.5,False,,309.0,0
13,481,3730,3675.0,280.0,False,,308.0,0
14,485,3953,3727.5,297.5,False,,307.0,0
15,497,3734,3745.0,280.0,True,22.0,307.0,0
16,561,3290,3675.0,245.0,False,,305.0,0
