,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,622,20529,1207.5,1627.5,False,,1482.0,208
1,670,18988,1190.0,1505.0,True,13.0,1484.0,208
2,678,18989,1207.5,1505.0,False,,1484.0,208
3,686,17448,1190.0,1382.5,False,,1486.0,208
4,690,19208,1190.0,1522.5,False,,1484.0,208
5,706,17449,1207.5,1382.5,False,,1486.0,208
6,738,18329,1207.5,1452.5,False,,1485.0,208
7,742,17668,1190.0,1400.0,False,,1486.0,208
8,750,20748,1190.0,1645.0,False,,1482.0,208
9,754,19649,1207.5,1557.5,False,,1483.0,208
10,970,20528,1190.0,1627.5,False,,1482.0,208
