,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,21,11214,3745.0,875.0,False,,381.0,703
1,31,11424,3570.0,892.5,False,,384.0,703
2,41,11657,3797.5,910.0,False,,380.0,703
3,43,11643,3552.5,910.0,False,,384.0,703
4,45,11653,3727.5,910.0,False,,381.0,703
5,47,11647,3622.5,910.0,False,,383.0,703
6,49,11430,3675.0,892.5,False,,382.0,703
7,53,11426,3605.0,892.5,False,,383.0,703
8,57,11434,3745.0,892.5,False,,381.0,703
9,69,11644,3570.0,910.0,False,,384.0,703
10,97,11427,3622.5,892.5,False,,383.0,703
11,105,11431,3692.5,892.5,True,23.0,382.0,703
12,193,11654,3745.0,910.0,False,,381.0,703
13,201,11650,3675.0,910.0,False,,382.0,703
14,233,11433,3727.5,892.5,False,,381.0,703
15,237,11437,3797.5,892.5,False,,380.0,703
16,241,11438,3815.0,892.5,False,,380.0,703
