,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,139,24404,3570.0,1925.0,False,,523.0,0
1,155,23743,3552.5,1872.5,False,,527.0,0
2,259,24623,3552.5,1942.5,False,,526.0,0
3,287,23742,3535.0,1872.5,False,,527.0,0
4,303,24622,3535.0,1942.5,False,,526.0,0
5,331,25283,3552.5,1995.0,False,,525.0,0
6,359,26163,3552.5,2065.0,False,,524.0,0
7,383,25502,3535.0,2012.5,False,,525.0,0
8,427,25062,3535.0,1977.5,True,27.0,525.0,0
9,431,25942,3535.0,2047.5,False,,524.0,0
10,439,24405,3587.5,1925.0,False,,523.0,0
11,527,23962,3535.0,1890.0,False,,527.0,0
12,535,24624,3570.0,1942.5,False,,523.0,0
13,591,24625,3587.5,1942.5,False,,523.0,0
14,599,25943,3552.5,2047.5,False,,524.0,0
15,607,24402,3535.0,1925.0,False,,526.0,0
16,611,26162,3535.0,2065.0,False,,524.0,0
17,615,25282,3535.0,1995.0,False,,525.0,0
