,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,794,20782,1785.0,1645.0,True,13.0,1601.0,208
1,826,19902,1785.0,1575.0,False,,1602.0,208
2,838,20562,1785.0,1627.5,False,,1601.0,208
3,870,19682,1785.0,1557.5,False,,1602.0,208
4,914,19242,1785.0,1522.5,False,,1603.0,208
5,934,22322,1785.0,1767.5,False,,1599.0,208
6,938,21442,1785.0,1697.5,False,,1600.0,208
7,962,22102,1785.0,1750.0,False,,1599.0,208
8,966,21222,1785.0,1680.0,False,,1600.0,208
9,1010,19022,1785.0,1505.0,False,,1603.0,208
