,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,84,9286,805.0,735.0,False,,1030.0,375
1,112,8406,805.0,665.0,False,,1031.0,375
2,240,7526,805.0,595.0,False,,1032.0,375
3,556,6867,822.5,542.5,False,,1033.0,375
4,560,7747,822.5,612.5,False,,1032.0,375
5,564,6206,805.0,490.0,False,,1034.0,375
6,580,6207,822.5,490.0,False,,1034.0,375
7,644,9287,822.5,735.0,False,,1030.0,375
8,744,7746,805.0,612.5,True,2.0,1032.0,375
9,748,6866,805.0,542.5,False,,1033.0,375
10,768,8407,822.5,665.0,False,,1031.0,375
