,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,23,15332,2660.0,1207.5,False,,675.0,156
1,33,15552,2660.0,1225.0,False,,675.0,156
2,673,15333,2677.5,1207.5,False,,675.0,156
3,681,14672,2660.0,1155.0,True,19.0,676.0,156
4,703,16212,2660.0,1277.5,False,,674.0,156
5,713,13792,2660.0,1085.0,False,,677.0,156
6,787,25888,2590.0,2047.5,False,,678.0,156
7,803,15992,2660.0,1260.0,False,,674.0,156
8,843,14012,2660.0,1102.5,False,,677.0,156
9,879,13793,2677.5,1085.0,False,,677.0,156
10,991,25887,2572.5,2047.5,False,,678.0,156
