,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,89,12481,2817.5,980.0,False,,171.0,156
1,245,12262,2835.0,962.5,False,,171.0,156
2,725,13118,2415.0,1032.5,False,,85.0,156
3,741,12482,2835.0,980.0,False,,171.0,156
4,749,1033,2677.5,70.0,True,19.0,152.0,156
5,813,12261,2817.5,962.5,False,,171.0,156
6,837,4758,2415.0,367.5,False,,96.0,156
7,865,4757,2397.5,367.5,False,,96.0,156
8,881,4978,2415.0,385.0,False,,96.0,156
9,889,1013,2327.5,70.0,False,,84.0,156
10,965,13117,2397.5,1032.5,False,,85.0,156
11,1013,1032,2660.0,70.0,False,,152.0,156
