,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,37,9194,3045.0,717.5,False,,216.0,1023
1,121,9415,3062.5,735.0,False,,216.0,1023
2,245,9414,3045.0,735.0,False,,216.0,1023
3,557,8746,2905.0,682.5,False,,191.0,1023
4,621,8747,2922.5,682.5,False,,191.0,1023
5,665,1931,2992.5,140.0,False,,213.0,1023
6,677,12449,2257.5,980.0,False,,52.0,1023
7,701,10286,2905.0,805.0,False,,189.0,1023
8,705,8526,2905.0,665.0,False,,191.0,1023
9,749,1710,2975.0,122.5,False,,213.0,1023
10,753,1930,2975.0,140.0,False,,213.0,1023
11,757,10066,2905.0,787.5,False,,189.0,1023
12,765,9195,3062.5,717.5,False,,216.0,1023
13,793,1711,2992.5,122.5,False,,213.0,1023
14,905,12448,2240.0,980.0,False,,52.0,1023
15,975,12228,2240.0,962.5,True,31.0,52.0,1023
