,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,9,9887,3622.5,770.0,False,,360.0,703
1,21,9668,3640.0,752.5,False,,360.0,703
2,85,9897,3797.5,770.0,False,,357.0,703
3,97,9666,3605.0,752.5,False,,360.0,703
4,105,9670,3675.0,752.5,False,,359.0,703
5,145,9671,3692.5,752.5,False,,359.0,703
6,153,9898,3815.0,770.0,False,,357.0,703
7,173,9450,3675.0,735.0,False,,359.0,703
8,177,9454,3745.0,735.0,False,,358.0,703
9,181,9677,3797.5,752.5,False,,357.0,703
10,189,9673,3727.5,752.5,True,23.0,358.0,703
11,197,9678,3815.0,752.5,False,,357.0,703
12,209,8766,3255.0,682.5,False,,356.0,703
13,229,9667,3622.5,752.5,False,,360.0,703
14,233,9447,3622.5,735.0,False,,360.0,703
15,245,8987,3272.5,700.0,False,,356.0,703
16,541,8767,3272.5,682.5,False,,356.0,703
17,553,8986,3255.0,700.0,False,,356.0,703
