,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,3,15604,3570.0,1225.0,False,,429.0,0
1,7,15596,3430.0,1225.0,False,,427.0,0
2,11,15600,3500.0,1225.0,False,,428.0,0
3,15,15823,3552.5,1242.5,False,,429.0,0
4,19,15827,3622.5,1242.5,False,,430.0,0
5,23,15826,3605.0,1242.5,False,,430.0,0
6,29,15814,3395.0,1242.5,False,,426.0,0
7,41,15813,3377.5,1242.5,False,,426.0,0
8,43,15593,3377.5,1225.0,False,,426.0,0
9,47,15606,3605.0,1225.0,False,,430.0,0
10,51,15817,3447.5,1242.5,False,,427.0,0
11,55,15821,3517.5,1242.5,False,,428.0,0
12,57,15594,3395.0,1225.0,False,,426.0,0
13,59,15816,3430.0,1242.5,False,,427.0,0
14,63,15607,3622.5,1225.0,False,,430.0,0
15,71,15603,3552.5,1225.0,False,,429.0,0
16,231,15820,3500.0,1242.5,True,25.0,428.0,0
17,235,15597,3447.5,1225.0,False,,427.0,0
18,239,15824,3570.0,1242.5,False,,429.0,0
