,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,389,5033,3377.5,385.0,False,,267.0,383
1,397,4139,3132.5,315.0,False,,234.0,383
2,461,4812,3360.0,367.5,False,,267.0,383
3,521,4813,3377.5,367.5,False,,267.0,383
4,537,1950,3325.0,140.0,False,,264.0,383
5,541,1730,3325.0,122.5,False,,264.0,383
6,553,1949,3307.5,140.0,False,,264.0,383
7,557,5032,3360.0,385.0,False,,267.0,383
8,597,3918,3115.0,297.5,False,,234.0,383
9,605,3919,3132.5,297.5,False,,234.0,383
10,721,1729,3307.5,122.5,False,,264.0,383
11,765,4138,3115.0,315.0,False,,234.0,383
12,892,10894,1995.0,857.5,True,0.0,3.0,383
13,905,10674,1995.0,840.0,False,,3.0,383
14,932,11554,1995.0,910.0,False,,2.0,383
15,936,10893,1977.5,857.5,False,,3.0,383
16,945,11553,1977.5,910.0,False,,2.0,383
