,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,810,24298,1715.0,1925.0,False,,1579.0,343
1,846,13952,1610.0,1102.5,False,,1576.0,343
2,882,13733,1627.5,1085.0,False,,1576.0,343
3,894,23637,1697.5,1872.5,False,,1580.0,343
4,911,23638,1715.0,1872.5,False,,1580.0,343
5,924,13732,1610.0,1085.0,False,,1576.0,343
6,970,26057,1697.5,2065.0,False,,1577.0,343
7,974,25177,1697.5,1995.0,True,15.0,1578.0,343
8,978,24297,1697.5,1925.0,False,,1579.0,343
9,986,25837,1697.5,2047.5,False,,1577.0,343
10,1022,24517,1697.5,1942.5,False,,1579.0,343
